code,name,city,state,fare,adj_fare,year
CRW,Yeager,Charleston/Dunbar,WV,579.45,614.42,2016
EYW,Key West International,Key West,FL,489.57,519.11,2016
GTF,Great Falls International,Great Falls,MT,369.01,391.28,2016
OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,412.26,437.14,2016
MOT,Minot International,Minot,ND,380.27,403.22,2016
MRY,Monterey Regional,Monterey,CA,380.23,403.17,2016
PBG,Plattsburgh International,Plattsburgh,NY,125.27,132.83,2016
JAC,Jackson Hole,Jackson,WY,642.76,681.55,2016
DRO,Durango La Plata County,Durango,CO,528.33,560.21,2016
RST,Rochester International,Rochester,MN,455.27,482.74,2016
LAN,Capital Region International,Lansing,MI,506.35,536.9,2016
GRK,Robert Gray AAF,Killeen,TX,488.21,517.67,2016
ELM,Elmira/Corning Regional,Elmira/Corning,NY,343.43,364.16,2016
MGM,Montgomery Regional,Montgomery,AL,500.15,530.33,2016
RFD,Chicago/Rockford International,Rockford,IL,130.01,137.85,2016
STX,Henry E. Rohlsen,Christiansted,VI,402.45,426.73,2016
TOL,Toledo Express,Toledo,OH,198.23,210.2,2016
AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,530.45,562.46,2016
IDA,Idaho Falls Regional,Idaho Falls,ID,537.77,570.23,2016
IAG,Niagara Falls International,Niagara Falls,NY,118.67,125.83,2016
ASE,Aspen Pitkin County Sardy Field,Aspen,CO,630.41,668.45,2016
SCK,Stockton Metropolitan,Stockton,CA,79.5,84.3,2016
LBE,Arnold Palmer Regional,Latrobe,PA,137.92,146.25,2016
DLH,Duluth International,Duluth,MN,574.79,609.48,2016
HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,249.67,264.73,2016
MBS,MBS International,Saginaw/Bay City/Midland,MI,556.3,589.87,2016
SGU,St George Regional,St. George,UT,460.79,488.59,2016
SCE,University Park,State College,PA,610.25,647.07,2016
GFK,Grand Forks International,Grand Forks,ND,328.68,348.51,2016
COU,Columbia Regional,Columbia,MO,529.94,561.92,2016
CWA,Central Wisconsin,Mosinee,WI,610.42,647.26,2016
EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,430.2,456.16,2016
HLN,Helena Regional,Helena,MT,500.53,530.74,2016
BFL,Meadows Field,Bakersfield,CA,581.38,616.47,2016
LNK,Lincoln Airport,Lincoln,NE,505.21,535.7,2016
CMI,University of Illinois/Willard,Champaign/Urbana,IL,537.75,570.21,2016
LSE,La Crosse Regional,La Crosse,WI,529.99,561.97,2016
AEX,Alexandria International,Alexandria,LA,557.99,591.66,2016
PSE,Mercedita,Ponce,PR,227.64,241.38,2016
MLU,Monroe Regional,Monroe,LA,604.24,640.71,2016
ITH,Ithaca Tompkins Regional,Ithaca/Cortland,NY,539.57,572.13,2016
LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,486.29,515.64,2016
KTN,Ketchikan International,Ketchikan,AK,499.99,530.17,2016
ERI,Erie International/Tom Ridge Field,Erie,PA,416.08,441.19,2016
CPR,Casper/Natrona County International,Casper,WY,475.65,504.36,2016
ORH,Worcester Regional,Worcester,MA,297.27,315.21,2016
LRD,Laredo International,Laredo,TX,440.27,466.84,2016
BRO,Brownsville South Padre Island International,Brownsville,TX,553.73,587.15,2016
SPI,Abraham Lincoln Capital,Springfield,IL,297.56,315.52,2016
FSM,Fort Smith Regional,Fort Smith,AR,610.75,647.6,2016
PVU,Provo Municipal,Provo,UT,89.04,94.42,2016
ABI,Abilene Regional,Abilene,TX,464.93,492.99,2016
SAF,Santa Fe Municipal,Santa Fe,NM,502.98,533.34,2016
MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,509.93,540.7,2016
GRI,Central Nebraska Regional,Grand Island,NE,237.32,251.64,2016
GUM,Guam International,Guam,TT,1609.3,1706.42,2016
YUM,Yuma MCAS/Yuma International,Yuma,AZ,476.47,505.22,2016
ISN,Sloulin Field International,Williston,ND,644.15,683.02,2016
BET,Bethel Airport,Bethel,AK,409.72,434.44,2016
CLL,Easterwood Field,College Station/Bryan,TX,544.55,577.41,2016
YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,368.4,390.63,2016
SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,446.78,473.74,2016
MTJ,Montrose Regional,Montrose/Delta,CO,438.84,465.32,2016
SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,401.31,425.53,2016
ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,618.92,656.27,2016
PUW,Pullman Moscow Regional,Pullman,WA,363.4,385.33,2016
EAT,Pangborn Memorial,Wenatchee,WA,372.15,394.6,2016
FLG,Flagstaff Pulliam,Flagstaff,AZ,451.62,478.87,2016
LWS,Lewiston Nez Perce County,Lewiston,ID,405.5,429.97,2016
LCH,Lake Charles Regional,Lake Charles,LA,618.18,655.48,2016
SIT,Sitka Rocky Gutierrez,Sitka,AK,420.81,446.21,2016
EGE,Eagle County Regional,Eagle,CO,660.72,700.59,2016
PIH,Pocatello Regional,Pocatello,ID,601.18,637.45,2016
ACT,Waco Regional,Waco,TX,508.62,539.31,2016
PSM,Portsmouth International at Pease,Portsmouth,NH,114.55,121.46,2016
PGV,Pitt Greenville,Greenville,NC,446.95,473.93,2016
ROW,Roswell International Air Center,Roswell,NM,513.13,544.09,2016
SJT,San Angelo Regional/Mathis Field,San Angelo,TX,479.67,508.61,2016
TYR,Tyler Pounds Regional,Tyler,TX,496.4,526.36,2016
TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,595.05,630.96,2016
MQT,Sawyer International,Marquette,MI,588.34,623.84,2016
ALW,Walla Walla Regional,Walla Walla,WA,333.26,353.37,2016
FLO,Florence Regional,Florence,SC,395.02,418.86,2016
ACK,Nantucket Memorial,Nantucket,MA,545.84,578.78,2016
VLD,Valdosta Regional,Valdosta,GA,591.73,627.44,2016
DHN,Dothan Regional,Dothan,AL,721.69,765.24,2016
ADQ,Kodiak Airport,Kodiak,AK,540.32,572.92,2016
SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,500.51,530.71,2016
SCC,Deadhorse Airport,Deadhorse,AK,427.36,453.15,2016
LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,489.42,518.95,2016
RDD,Redding Municipal,Redding,CA,483.35,512.52,2016
SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,423.46,449.01,2016
CKB,North Central West Virginia,Clarksburg/Fairmont,WV,143.67,152.34,2016
JLN,Joplin Regional,Joplin,MO,481.97,511.05,2016
BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,476.46,505.21,2016
GTR,Golden Triangle Regional,Columbus,MS,641.02,679.71,2016
TXK,Texarkana Regional-Webb Field,Texarkana,AR,497.92,527.97,2016
DBQ,Dubuque Regional,Dubuque,IA,500.91,531.13,2016
HVN,Tweed New Haven,New Haven,CT,398.45,422.5,2016
CSG,Columbus Airport,Columbus,GA,514.8,545.87,2016
ABY,Southwest Georgia Regional,Albany,GA,592.17,627.91,2016
OME,Nome Airport,Nome,AK,509.07,539.79,2016
OTZ,Ralph Wien Memorial,Kotzebue,AK,488.03,517.48,2016
BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,475.47,504.17,2016
COD,Yellowstone Regional,Cody,WY,486.82,516.2,2016
BJI,Bemidji Regional,Bemidji,MN,593.85,629.68,2016
HDN,Yampa Valley,Hayden,CO,514.07,545.09,2016
PPG,Pago Pago International,Pago Pago,TT,1098.66,1164.96,2016
ABR,Aberdeen Regional,Aberdeen,SD,673.08,713.7,2016
BQK,Brunswick Golden Isles,Brunswick,GA,511.39,542.25,2016
SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,477.98,506.82,2016
BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,430.93,456.94,2016
STC,St. Cloud Regional,St. Cloud,MN,137.65,145.95,2016
BTM,Bert Mooney,Butte,MT,549.21,582.35,2016
ART,Watertown International,Watertown,NY,475.19,503.87,2016
HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,82.35,87.32,2016
OGS,Ogdensburg International,Ogdensburg,NY,406.73,431.27,2016
GGG,East Texas Regional,Longview,TX,457.84,485.47,2016
GCC,Gillette Campbell County,Gillette,WY,577.59,612.45,2016
GCK,Garden City Regional,Garden City,KS,454.73,482.17,2016
MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,723.42,767.08,2016
CIU,Chippewa County International,Sault Ste. Marie,MI,651.3,690.61,2016
SPN,Francisco C. Ada Saipan International,Saipan,TT,1093.96,1159.98,2016
RHI,Rhinelander/Oneida County,Rhinelander,WI,669.92,710.35,2016
RKS,Southwest Wyoming Regional,Rock Springs,WY,594.22,630.08,2016
BRD,Brainerd Lakes Regional,Brainerd,MN,563.03,597.01,2016
IPT,Williamsport Regional,Williamsport,PA,464.81,492.86,2016
EAU,Chippewa Valley Regional,Eau Claire,WI,427.41,453.21,2016
HOB,Lea County Regional,Hobbs,NM,536.33,568.69,2016
ALO,Waterloo Regional,Waterloo,IA,470.02,498.38,2016
MEI,Key Field,Meridian,MS,493.56,523.34,2016
PAH,Barkley Regional,Paducah,KY,470.37,498.75,2016
PLN,Pellston Regional Airport of Emmet County,Pellston,MI,726.26,770.09,2016
DUT,Unalaska Airport,Unalaska,AK,969.36,1027.86,2016
CMX,Houghton County Memorial,Hancock/Houghton,MI,561.36,595.23,2016
IMT,Ford,Iron Mountain/Kingsfd,MI,609.46,646.24,2016
OWB,Owensboro Daviess County Regional,Owensboro,KY,109.88,116.51,2016
HHH,Hilton Head Airport,Hilton Head,SC,529.17,561.1,2016
MKG,Muskegon County,Muskegon,MI,382.25,405.32,2016
EKO,Elko Regional,Elko,NV,725.1,768.86,2016
LAR,Laramie Regional,Laramie,WY,438.93,465.42,2016
DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,ND,590.66,626.3,2016
ESC,Delta County,Escanaba,MI,569.51,603.88,2016
PSG,Petersburg James A Johnson,Petersburg,AK,421.74,447.19,2016
HIB,Range Regional,Hibbing,MN,569.65,604.03,2016
OGD,Ogden-Hinckley,Ogden,UT,90.04,95.48,2016
CDC,Cedar City Regional,Cedar City,UT,366.05,388.14,2016
BFF,Western Neb. Regional/William B. Heilig Field,Scottsbluff,NE,543.08,575.85,2016
LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,530.02,562.01,2016
MMH,Mammoth Lakes Airport,Mammoth Lakes,CA,204.2,216.52,2016
SHD,Shenandoah Valley Regional,Staunton,VA,460.41,488.2,2016
CDV,Merle K Mudhole Smith,Cordova,AK,392.95,416.67,2016
HYS,Hays Regional,Hays,KS,566.93,601.14,2016
GUC,Gunnison-Crested Butte Regional,Gunnison,CO,499.35,529.48,2016
JMS,Jamestown Regional,Jamestown,ND,406.88,431.43,2016
WRG,Wrangell Airport,Wrangell,AK,410.34,435.1,2016
CGI,Cape Girardeau Regional,Cape Girardeau,MO,495.46,525.36,2016
AKN,King Salmon Airport,King Salmon,AK,798,846.16,2016
UIN,Quincy Regional-Baldwin Field,Quincy,IL,482.76,511.89,2016
APN,Alpena County Regional,Alpena,MI,693.25,735.09,2016
PUB,Pueblo Memorial,Pueblo,CO,338.7,359.14,2016
INL,Falls International Einarson Field,International Falls,MN,515.81,546.93,2016
PRC,Ernest A. Love Field,Prescott,AZ,347.2,368.15,2016
PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,479.25,508.17,2016
TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,461.17,489,2016
DLG,Dillingham Airport,Dillingham,AK,936.17,992.67,2016
DVL,Devils Lake Regional,Devils Lake,ND,418.58,443.84,2016
MKK,Molokai,Hoolehua,HI,237.06,251.37,2016
ENA,Kenai Municipal,Kenai,AK,665.65,705.82,2016
HYA,Barnstable Municipal-Boardman/Polando Field,Hyannis,MA,542.6,575.34,2016
OTH,Southwest Oregon Regional,North Bend/Coos Bay,OR,416.39,441.51,2016
PQI,Northern Maine Regional at Presque Isle,Presque Isle/Houlton,ME,546.36,579.34,2016
YAK,Yakutat Airport,Yakutat,AK,385.94,409.23,2016
LWB,Greenbrier Valley,Lewisburg,WV,488.94,518.45,2016
LBL,Liberal Mid-America Regional,Liberal,KS,532.35,564.47,2016
EAR,Kearney Regional,Kearney,NE,594.32,630.19,2016
LNY,Lanai Airport,Lanai,HI,419.78,445.12,2016
HOM,Homer Airport,Homer,AK,649.36,688.55,2016
LEB,Lebanon Municipal,Lebanon-Hanover,NH,435.77,462.07,2016
MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,525.3,557,2016
AUG,Augusta State,Augusta/Waterville,ME,355.32,376.76,2016
RUT,Rutland - Southern Vermont Regional,Rutland,VT,515.28,546.38,2016
PVC,Provincetown Municipal,Provincetown,MA,486.5,515.86,2016
RKD,Knox County Regional,Rockland,ME,398.52,422.57,2016
BHB,Hancock County-Bar Harbor,Bar Harbor,ME,475.26,503.94,2016
ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,590.67,626.31,2016
SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,452.94,480.27,2016
CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,WY,603.21,639.62,2016
IRK,Kirksville Regional,Kirksville,MO,396.42,420.34,2016
ADK,Adak,Adak Island,AK,1196.3,1268.49,2016
DDC,Dodge City Regional,Dodge City,KS,614.79,651.89,2016
VDZ,Valdez Pioneer Field,Valdez,AK,763.57,809.65,2016
SDY,Sidney Richland Regional,Sidney,MT,428.2,454.04,2016
SDP,Sand Point,Sandpoint,AK,1000.76,1061.16,2016
MAZ,Eugenio Maria de Hostos,Mayaguez,PR,390.83,414.42,2016
PIR,Pierre Regional,Pierre,SD,738.22,782.77,2016
CEZ,Cortez Municipal,Cortez,CO,536.5,568.88,2016
IFP,Laughlin/Bullhead International,Bullhead City,AZ,169.41,179.63,2016
MCK,McCook Ben Nelson Regional,McCook,NE,341.33,361.93,2016
VQS,Antonio Rivera Rodriguez,Vieques,PR,490.97,520.6,2016
GGW,Wokal Field/Glasgow International,Glasgow,MT,443.5,470.26,2016
TVF,Thief River Falls Regional,Thief River Falls,MN,483,512.15,2016
MSS,Massena International-Richards Field,Massena,NY,435.63,461.92,2016
SNP,St. Paul Island,St. Paul,AK,960.14,1018.09,2016
GDV,Dawson Community,Glendive,MT,478,506.85,2016
OLF,L. M. Clayton,Wolf Point,MT,911,965.98,2016
DUJ,DuBois Regional,DuBois,PA,477.66,506.48,2016
MGW,Morgantown Municipal-Walter L. Bill Hart Field,Morgantown,WV,419.38,444.69,2016
HVR,Havre City-County,Havre,MT,558,591.67,2016
PGA,Page Municipal,Page,AZ,510.71,541.53,2016
ROP,Benjamin Taisacan Manglona International,Rota,TT,2808,2977.46,2016
JST,John Murtha Johnstown-Cambria County,Johnstown,PA,434.3,460.5,2016
YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,88.91,94.28,2016
CPX,Benjamin Rivera Noriega,Culebra,PR,310.5,329.24,2016
SSB,Christiansted Harbor Seaplane Base,Christiansted,VI,424,449.59,2016
RIW,Riverton Regional,Riverton/Lander,WY,593.25,629.05,2016
PKB,Mid-Ohio Valley Regional,Parkersburg,WV,498.45,528.53,2016
FNL,Northern Colorado Regional,Fort Collins/Loveland,CO,192.17,203.76,2016
UST,Northeast Florida Regional,St. Augustine,FL,196.97,208.86,2016
CEC,Jack McNamara Field,Crescent City,CA,823.25,872.93,2016
FMN,Four Corners Regional,Farmington,NM,429.83,455.77,2016
HON,Huron Regional,Huron,SD,319.5,338.78,2016
WRL,Worland Municipal,Worland,WY,589.29,624.85,2016
LAX,Los Angeles International,Los Angeles,CA,342.43,354.11,2017
ORD,Chicago O'Hare International,Chicago-O'Hare,IL,329.2,340.42,2017
DEN,Denver International,Denver,CO,322.29,333.28,2017
ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,356.5,368.65,2017
SFO,San Francisco International,San Francisco,CA,390.12,403.42,2017
BOS,Logan International,Boston,MA,338.89,350.44,2017
SEA,Seattle/Tacoma International,Seattle,WA,327.08,338.23,2017
EWR,Newark Liberty International,Newark,NJ,390.52,403.83,2017
DFW,Dallas/Fort Worth International,Dallas-DFW,TX,371.37,384.03,2017
JFK,John F. Kennedy International,New York-JFK,NY,383.59,396.67,2017
LGA,LaGuardia,New York-La Guardia,NY,312.21,322.85,2017
PHX,Phoenix Sky Harbor International,Phoenix,AZ,324.59,335.66,2017
MCO,Orlando International,Orlando,FL,264.89,273.92,2017
MSP,Minneapolis-St Paul International,Minneapolis,MN,385.09,398.22,2017
LAS,McCarran International,Las Vegas,NV,251.33,259.9,2017
PHL,Philadelphia International,Philadelphia,PA,377.68,390.56,2017
SAN,San Diego International,San Diego,CA,345.89,357.68,2017
DTW,Detroit Metro Wayne County,Detroit,MI,380.16,393.12,2017
BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,313,323.67,2017
FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,238.28,246.4,2017
DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,340.36,351.96,2017
IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,437,451.9,2017
PDX,Portland International,Portland,OR,321.22,332.17,2017
TPA,Tampa International,Tampa,FL,316.6,327.39,2017
AUS,Austin - Bergstrom International,Austin,TX,386.6,399.78,2017
SLC,Salt Lake City International,Salt Lake City,UT,364.98,377.42,2017
SJC,Norman Y. Mineta San Jose International,San Jose,CA,301.24,311.51,2017
MDW,Chicago Midway International,Chicago-Midway,IL,283.22,292.87,2017
CLT,Charlotte Douglas International,Charlotte,NC,416.99,431.2,2017
MIA,Miami International,Miami,FL,314.36,325.08,2017
OAK,Metropolitan Oakland International,Oakland,CA,289.45,299.32,2017
RDU,Raleigh-Durham International,Raleigh/Durham,NC,350.32,362.26,2017
SMF,Sacramento International,Sacramento,CA,348.54,360.42,2017
BNA,Nashville International,Nashville,TN,361.59,373.92,2017
STL,St Louis Lambert International,St. Louis,MO,375.66,388.47,2017
MCI,Kansas City International,Kansas City,MO,362.48,374.83,2017
DAL,Dallas Love Field,Dallas-Love Field,TX,283.47,293.14,2017
IAD,Washington Dulles International,Washington-Dulles,DC,439.98,454.98,2017
HNL,Daniel K Inouye International,Honolulu,HI,357.74,369.93,2017
IND,Indianapolis International,Indianapolis,IN,364.21,376.62,2017
CLE,Cleveland-Hopkins International,Cleveland,OH,355.6,367.72,2017
MSY,Louis Armstrong New Orleans International,New Orleans,LA,321.18,332.13,2017
PIT,Pittsburgh International,Pittsburgh,PA,376.57,389.41,2017
SNA,John Wayne Airport-Orange County,Santa Ana,CA,358.7,370.93,2017
HOU,William P Hobby,Houston-Hobby,TX,339.63,351.21,2017
CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,386.22,399.39,2017
SAT,San Antonio International,San Antonio,TX,398.89,412.49,2017
CMH,John Glenn Columbus International,Columbus,OH,385.31,398.45,2017
MKE,General Mitchell International,Milwaukee,WI,359.31,371.56,2017
BDL,Bradley International,Hartford,CT,370.88,383.52,2017
SJU,Luis Munoz Marin International,San Juan,PR,282.18,291.8,2017
RSW,Southwest Florida International,Fort Myers,FL,312.41,323.06,2017
JAX,Jacksonville International,Jacksonville,FL,384.71,397.82,2017
BUR,Bob Hope,Burbank,CA,269.58,278.77,2017
BUF,Buffalo Niagara International,Buffalo,NY,320.51,331.43,2017
PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,322.61,333.6,2017
ONT,Ontario International,Ontario,CA,327.72,338.89,2017
OMA,Eppley Airfield,Omaha,NE,391.82,405.18,2017
ABQ,Albuquerque International Sunport,Albuquerque,NM,376.39,389.22,2017
PVD,Theodore Francis Green State,Providence,RI,347.41,359.25,2017
MEM,Memphis International,Memphis,TN,406.86,420.73,2017
RIC,Richmond International,Richmond,VA,417.76,432,2017
OKC,Will Rogers World,Oklahoma City,OK,413.88,427.99,2017
BOI,Boise Air Terminal,Boise,ID,344.75,356.5,2017
LGB,Long Beach Airport,Long Beach,CA,187.76,194.16,2017
GEG,Spokane International,Spokane,WA,351.89,363.88,2017
ORF,Norfolk International,Norfolk,VA,426.16,440.68,2017
ANC,Ted Stevens Anchorage International,Anchorage,AK,447.84,463.11,2017
SDF,Louisville International-Standiford Field,Louisville,KY,423.69,438.14,2017
CHS,Charleston AFB/International,Charleston,SC,373.8,386.54,2017
GRR,Gerald R. Ford International,Grand Rapids,MI,395.16,408.63,2017
RNO,Reno/Tahoe International,Reno,NV,344.14,355.87,2017
TUS,Tucson International,Tucson,AZ,377.02,389.87,2017
OGG,Kahului Airport,Kahului,HI,300.07,310.3,2017
ELP,El Paso International,El Paso,TX,394.37,407.82,2017
ALB,Albany International,Albany,NY,381.8,394.82,2017
TUL,Tulsa International,Tulsa,OK,425.53,440.04,2017
DSM,Des Moines International,Des Moines,IA,381.63,394.64,2017
BHM,Birmingham-Shuttlesworth International,Birmingham,AL,449.6,464.92,2017
ROC,Greater Rochester International,Rochester,NY,377.66,390.53,2017
SYR,Syracuse Hancock International,Syracuse,NY,404.8,418.6,2017
GSP,Greenville-Spartanburg International,Greer,SC,428.42,443.03,2017
MSN,Dane County Regional-Truax Field,Madison,WI,487.51,504.12,2017
PWM,Portland International Jetport,Portland,ME,392.79,406.18,2017
LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,436.61,451.49,2017
MHT,Manchester-Boston Regional,Manchester,NH,376.21,389.03,2017
SAV,Savannah/Hilton Head International,Savannah,GA,419.09,433.38,2017
TYS,McGhee Tyson,Knoxville,TN,461.56,477.3,2017
SFB,Orlando Sanford International,Sanford,FL,97.34,100.66,2017
KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,320.96,331.91,2017
ISP,Long Island MacArthur,Islip,NY,339.73,351.31,2017
LIH,Lihue Airport,Lihue,HI,283.79,293.46,2017
GSO,Piedmont Triad International,Greensboro/High Point,NC,445.06,460.23,2017
PNS,Pensacola International,Pensacola,FL,443.24,458.35,2017
HPN,Westchester County,White Plains,NY,398.87,412.47,2017
ICT,Wichita Dwight D Eisenhower National,Wichita,KS,403.12,416.86,2017
COS,City of Colorado Springs Municipal,Colorado Springs,CO,388.31,401.55,2017
PIE,St Pete Clearwater International,St. Petersburg,FL,102.36,105.85,2017
DAY,James M Cox/Dayton International,Dayton,OH,397.07,410.6,2017
FAT,Fresno Yosemite International,Fresno,CA,406.89,420.76,2017
XNA,Northwest Arkansas Regional,Fayetteville,AR,538.01,556.35,2017
AZA,Phoenix - Mesa Gateway,Phoenix,AZ,113.8,117.68,2017
BTV,Burlington International,Burlington,VT,418.93,433.21,2017
MDT,Harrisburg International,Harrisburg,PA,452.59,468.02,2017
LEX,Blue Grass,Lexington,KY,418.02,432.27,2017
PSP,Palm Springs International,Palm Springs,CA,368.57,381.14,2017
MYR,Myrtle Beach International,Myrtle Beach,SC,337.61,349.11,2017
CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,364.34,376.76,2017
MAF,Midland International Air and Space Port,Midland/Odessa,TX,441.45,456.49,2017
EUG,Mahlon Sweet Field,Eugene,OR,366.17,378.65,2017
PGD,Punta Gorda Airport,Punta Gorda,FL,118.56,122.6,2017
SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,402.47,416.19,2017
